N,num_goldbach_pairs,rho_min,rho_mean,rho_max
8640,239,3.723872,4.731572,4.889158
8642,95,6.259731,7.211978,7.388123
8644,90,5.630581,6.915569,7.082362
8646,198,6.049105,7.228954,7.388269
8648,84,5.51158,6.617402,6.776407
8650,117,5.226303,6.518026,6.678105
8652,214,5.743263,6.919361,7.08247
8654,87,6.123278,7.219085,7.38834
8656,87,5.51881,6.308939,6.470864
8658,191,5.738173,6.751296,6.903612
8660,118,5.953865,6.903853,7.082567
8662,88,6.568643,7.259135,7.388381
8664,182,4.408169,5.329193,5.477855
8666,107,5.936468,7.210589,7.388433
8668,95,5.743316,6.935318,7.082626
8670,251,4.873438,5.974392,6.138632
8672,86,4.713432,5.994976,6.16531
8674,92,6.049088,7.217018,7.388495
8676,174,5.332906,6.430954,6.598172
8678,83,6.450814,7.227394,7.388526
8680,142,5.325021,6.60915,6.777053
8682,171,6.049083,7.223982,7.388503
8684,94,5.630769,6.906687,7.082857
8686,91,6.049081,7.201703,7.388588
8688,173,5.206132,6.302089,6.47151
8690,125,6.259574,7.232393,7.388616
8692,100,5.630807,6.917643,7.082906
8694,229,5.08011,6.263025,6.419683
8696,89,5.325158,6.597233,6.777331
8698,90,6.049073,7.224233,7.388681
8700,242,5.107855,6.203632,6.373343
8702,96,5.936497,7.200351,7.388711
8704,97,3.603982,4.771377,4.943584
8706,181,6.123198,7.219113,7.388743
8708,106,6.037404,6.920109,7.083038
8710,132,5.936504,7.213565,7.388771
8712,195,3.896262,5.059912,5.235987
8714,88,6.123186,7.244361,7.388805
8716,92,5.630919,6.896439,7.083117
8718,168,6.049061,7.221141,7.388824
8720,115,5.206454,6.298026,6.472129
8722,112,5.07868,6.375668,6.531032
8724,176,5.743499,6.915666,7.08331
8726,95,6.123167,7.198306,7.388898
8728,88,5.824798,6.630376,6.777818
8730,239,5.738414,6.739114,6.904666
8732,88,5.95391,6.907517,7.083166
8734,101,5.936523,7.220987,7.388949
8736,238,4.827001,5.994823,6.166925
8738,99,6.123149,7.220416,7.388931
8740,136,5.631031,6.925178,7.083504
8742,182,6.049047,7.226738,7.388882
8744,93,5.325568,6.583619,6.778009
8746,96,6.049044,7.229373,7.389052
8748,173,2.912752,4.013071,4.178683
8750,138,3.808778,5.082194,5.261298
8752,86,5.132688,6.296621,6.472659
8754,180,6.123124,7.209782,7.389111
8756,104,5.631105,6.907953,7.083567
8758,95,6.049037,7.220706,7.389134
8760,244,5.512275,6.608721,6.778316
8762,88,6.450343,7.22255,7.389155
8764,111,5.631143,6.902356,7.083785
8766,175,5.564989,6.725149,6.905155
8768,90,4.596156,5.687839,5.862237
8770,114,6.318309,7.223352,7.389235
8772,195,5.917186,6.918946,7.083872
8774,91,6.259302,7.200856,7.389226
8776,96,5.774,6.613865,6.778439
8778,244,6.318277,7.229511,7.389286
8780,115,6.037374,6.925892,7.083957
8782,91,5.936562,7.21549,7.389329
8784,182,4.649104,5.828896,5.989416
8786,95,5.936565,7.19511,7.389349
8788,98,3.484123,4.669721,4.824479
8790,236,6.123069,7.231924,7.389366
8792,105,5.648649,6.603166,6.778638
8794,92,6.222499,7.207641,7.38942
8796,177,5.953949,6.913315,7.084146
8798,91,6.342641,7.209112,7.389431
8800,125,4.388315,5.309631,5.45959
8802,179,5.374976,6.268975,6.421789
8804,92,6.216607,6.920916,7.084228
8806,125,5.936581,7.233138,7.389512
8808,181,5.438534,6.607652,6.779029
8810,124,5.936584,7.218897,7.389523
8812,91,5.743784,6.914063,7.084334
8814,195,6.123033,7.228809,7.38957
8816,95,5.34355,6.304328,6.473831
8818,87,6.222433,7.249185,7.389604
8820,281,4.61347,5.583122,5.743932
8822,102,5.936594,7.2276,7.389575
8824,90,5.326245,6.593088,6.779281
8826,181,6.048996,7.205617,7.389636
8828,87,5.817852,6.914719,7.084255
8830,126,6.2224,7.232567,7.389694
8832,190,4.391525,5.407093,5.55884
8834,93,5.936604,7.201351,7.389634
8836,91,4.04899,5.196711,5.389718
8838,175,5.639389,6.736086,6.906143
8840,141,5.326379,6.607759,6.779497
8842,93,5.93661,7.213311,7.389786
8844,204,5.743886,6.913596,7.084702
8846,83,6.122984,7.22776,7.389816
8848,103,5.307098,6.303891,6.474571
8850,244,5.51398,6.511285,6.681478
8852,91,5.631549,6.896367,7.084708
8854,102,6.04898,7.205558,7.389867
8856,188,4.545864,5.646752,5.812783
8858,90,6.342388,7.225023,7.389817
8860,116,5.91728,6.912213,7.084879
8862,211,6.25902,7.234029,7.389937
8864,93,4.716533,6.004472,6.169858
8866,118,5.936629,7.207143,7.389962
8868,177,5.743963,6.904309,7.084973
8870,121,5.936632,7.211857,7.389997
8872,93,5.438982,6.603712,6.780024
8874,194,5.639551,6.737493,6.906635
8876,102,5.953998,6.920061,7.085003
8878,93,6.222269,7.197268,7.390055
8880,256,5.344074,6.314698,6.475182
8882,89,6.342288,7.230677,7.390089
8884,93,6.012914,6.918997,7.085151
8886,182,6.342271,7.215387,7.390115
8888,95,6.008412,6.631117,6.780269
8890,148,5.936648,7.215158,7.390135
8892,199,5.260756,6.431021,6.601963
8894,91,6.122912,7.233899,7.39018
8896,94,4.41214,5.683276,5.865619
8898,180,6.048954,7.225439,7.39021
8900,117,5.110089,6.199411,6.377273
8902,88,6.51081,7.249079,7.39024
8904,218,5.612453,6.619485,6.78051
8906,93,6.258881,7.218368,7.39026
8908,95,6.205915,6.932795,7.085428
8910,262,4.868234,5.775442,5.940772
8912,96,5.427635,6.318553,6.475692
8914,93,6.540619,7.238857,7.39033
8916,184,6.07923,6.931842,7.085504
8918,114,4.738008,5.52153,5.67877
8920,125,5.957223,6.616419,6.780751
8922,178,6.434847,7.236413,7.390386
8924,93,6.144653,6.938263,7.085603
8926,95,5.936676,7.225095,7.39042
8928,182,4.346738,5.532923,5.688234
8930,120,6.122858,7.216679,7.390447
8932,125,5.631914,6.935199,7.085696
8934,182,6.048932,7.216604,7.390478
8936,95,5.32718,6.594136,6.780968
8938,92,6.04893,7.226999,7.390509
8940,246,5.818106,6.933401,7.085786
8942,87,6.258768,7.219452,7.390515
8944,101,5.022524,6.308359,6.476387
8946,226,5.565964,6.739815,6.907608
8948,90,5.818124,6.912784,7.085866
8950,129,5.610116,6.541154,6.683105
8952,178,5.612684,6.618054,6.781151
8954,104,4.882662,6.175535,6.336584
8956,95,5.744242,6.913619,7.085965
8958,173,6.122817,7.228981,7.390651
8960,141,4.209326,5.093589,5.258026
8962,90,6.222042,7.23637,7.39069
8964,191,4.988341,5.96327,6.120347
8966,96,5.936708,7.222727,7.39072
8968,96,5.439647,6.629879,6.781458
8970,273,6.122799,7.233811,7.390744
8972,84,5.632095,6.896432,7.086104
8974,104,5.936714,7.201252,7.390779
8976,220,5.135099,6.304554,6.476986
8978,89,4.275085,5.383138,5.542917
8980,117,5.917405,6.912425,7.086228
8982,178,5.739239,6.736655,6.908082
8984,88,5.64949,6.61353,6.781656
8986,91,6.317469,7.223305,7.390869
8988,214,6.012903,6.935371,7.086324
8990,127,6.341839,7.239164,7.390897
8992,94,5.165531,6.01102,6.172659
8994,191,6.383695,7.230235,7.390926
8996,96,6.312949,6.92789,7.086413
8998,101,6.434448,7.248987,7.390955
9000,242,3.928652,4.737674,4.885187
9002,110,5.936736,7.208737,7.390984
9004,95,5.632239,6.902059,7.086499
9006,202,6.04889,7.234981,7.391017
9008,90,5.209291,6.321754,6.477546
9010,133,5.936742,7.232154,7.391046
9012,185,5.744418,6.918777,7.086592
9014,96,5.936745,7.214712,7.391077
9016,119,4.473128,5.74591,5.927471
9018,183,5.08381,6.259035,6.426005
9020,136,5.818286,6.92252,7.086682
9022,99,6.221881,7.226626,7.390931
9024,184,4.699753,5.699856,5.869029
9026,89,6.258505,7.222791,7.391166
9028,93,6.012898,6.934128,7.08676
9030,303,6.3173,7.232612,7.391196
9032,89,5.32797,6.608222,6.782421
9034,93,6.048874,7.21715,7.391225
9036,191,5.33589,6.445571,6.604429
9038,92,6.448834,7.215927,7.391255
9040,126,5.308737,6.325077,6.478174
9042,203,6.258455,7.232175,7.391284
9044,122,5.632418,6.91549,7.086932
9046,96,5.93677,7.19626,7.391314
9048,210,5.440194,6.629984,6.782638
9050,120,5.416052,6.522325,6.684696
9052,102,5.632454,6.906417,7.086891
9054,177,5.566537,6.735771,6.909043
9056,90,4.905447,6.01488,6.174159
9058,115,6.317194,7.23154,7.391278
9060,247,5.917488,6.921266,7.087123
9062,98,5.936783,7.212568,7.391429
9064,105,5.440303,6.616193,6.782891
9066,182,6.122657,7.229073,7.391459
9068,92,6.037257,6.913142,7.087212
9070,128,5.936789,7.225972,7.391489
9072,209,3.689449,4.855571,5.032101
9074,101,6.122645,7.228569,7.391514
9076,90,6.012893,6.938868,7.087281
9078,193,6.221732,7.225119,7.391545
9080,124,5.649902,6.613848,6.783124
9082,96,6.38329,7.223719,7.391394
9084,175,6.012892,6.940164,7.087387
9086,123,6.341446,7.226893,7.391602
9088,92,4.608851,5.398847,5.566401
9090,241,5.901138,6.755113,6.909517
9092,86,6.215876,6.939078,7.087362
9094,93,5.936807,7.231913,7.391667
9096,186,5.44052,6.618104,6.783364
9098,90,6.12261,7.228301,7.391697
9100,164,5.499254,6.231225,6.381354
9102,194,6.221668,7.233414,7.391715
9104,100,5.345875,6.317207,6.479336
9106,98,5.936817,7.237246,7.391746
9108,211,5.262705,6.447681,6.605644
9110,123,6.122593,7.225175,7.391784
9112,104,5.328621,6.618878,6.783507
9114,227,5.195131,6.383297,6.538116
9116,96,5.818498,6.913918,7.087742
9118,89,6.58889,7.23998,7.391779
9120,259,5.005336,6.01672,6.175559
9122,98,6.258208,7.220409,7.391872
9124,87,6.359069,6.944602,7.087761
9126,199,4.228008,5.154121,5.302956
9128,104,5.733191,6.624387,6.783832
9130,136,5.936835,7.234136,7.391927
9132,184,5.74479,6.921197,7.087915
9134,94,6.122558,7.22481,7.39196
9136,90,5.024802,6.328809,6.479878
9138,190,6.048814,7.222966,7.391984
9140,119,5.632845,6.907494,7.088001
9142,110,6.048812,7.237071,7.391955
9144,182,5.032774,6.137271,6.302262
9146,96,6.258135,7.207015,7.392042
9148,90,5.917578,6.938031,7.08795
9150,245,5.552345,6.527631,6.686299
9152,109,4.821406,5.707312,5.872317
9154,96,5.936853,7.258806,7.392068
9156,224,5.744864,6.92456,7.088144
9158,96,6.122523,7.238959,7.392133
9160,121,5.329008,6.639662,6.784265
9162,188,5.567102,6.742203,6.91043
9164,101,5.63295,6.888312,7.088266
9166,98,6.048798,7.238006,7.392193
9168,176,5.21082,6.310528,6.480505
9170,150,6.258061,7.219885,7.392219
9172,95,5.917603,6.950058,7.088314
9174,211,6.258049,7.233347,7.392251
9176,100,5.329136,6.602696,6.784482
9178,102,6.048791,7.239343,7.392099
9180,252,4.855449,5.960849,6.125252
9182,87,6.448068,7.242806,7.392309
9184,116,4.721524,6.021004,6.17695
9186,189,6.048787,7.233672,7.392337
9188,97,5.818656,6.922244,7.088529
9190,122,5.936881,7.227992,7.392343
9192,183,5.441165,6.607578,6.784741
9194,93,6.122471,7.188684,7.392396
9196,108,5.028022,5.896122,6.037633
9198,215,5.739925,6.749167,6.910919
9200,138,4.641274,5.606114,5.775744
9202,97,5.93689,7.228743,7.392391
9204,215,5.745011,6.921167,7.088699
9206,88,5.936893,7.184363,7.392483
9208,96,5.441272,6.630704,6.784917
9210,249,6.122448,7.238054,7.392497
9212,118,4.780464,6.067172,6.236091
9214,99,6.048771,7.234597,7.392468
9216,197,2.90755,4.012933,4.177649
9218,102,6.340913,7.220246,7.392568
9220,120,5.917651,6.933006,7.088869
9222,184,6.257903,7.225866,7.392591
9224,87,5.32952,6.600982,6.785225
9226,112,6.048764,7.230567,7.392618
9228,179,5.818743,6.932877,7.088957
9230,133,5.936911,7.226624,7.39265
9232,96,5.137767,6.304714,6.481666
9234,189,4.197271,5.298443,5.467539
9236,89,6.182746,6.924684,7.089045
9238,94,6.221312,7.240853,7.392661
9240,329,5.650577,6.626951,6.785454
9242,96,5.93692,7.215273,7.392743
9244,95,5.6333,6.89574,7.089035
9246,204,6.048753,7.227153,7.392767
9248,98,3.666983,4.77379,4.937368
9250,129,4.811407,5.820127,5.982864
9252,181,5.4365,6.45261,6.608034
9254,116,6.257807,7.231848,7.392823
9256,107,5.709295,6.624848,6.785666
9258,186,6.316444,7.239489,7.392857
9260,124,5.63337,6.911908,7.089307
9262,103,6.048743,7.220266,7.392863
9264,188,5.211722,6.319578,6.482251
9266,96,6.615526,7.250868,7.392906
9268,109,5.917699,6.924311,7.089317
9270,252,5.776678,6.752301,6.911861
9272,93,5.840555,6.628752,6.785914
9274,97,6.316385,7.233443,7.392973
9276,179,6.037175,6.934988,7.08948
9278,91,6.486159,7.231368,7.393001
9280,121,4.419488,5.716475,5.875554
9282,254,6.048732,7.235275,7.39303
9284,104,5.633474,6.901731,7.089562
9286,95,5.936953,7.204837,7.393058
9288,186,4.479845,5.637884,5.824188
9290,116,6.122334,7.224009,7.393087
9292,97,5.917723,6.936094,7.089652
9294,183,6.221167,7.230039,7.393116
9296,118,5.026656,6.32845,6.482824
9298,93,6.048723,7.219114,7.393144
9300,261,5.114377,6.223615,6.385217
9302,86,6.340578,7.222265,7.393173
9304,87,5.614329,6.61857,6.786326
9306,209,5.776774,6.755421,6.912325
9308,107,6.144018,6.930452,7.089823
9310,155,5.464543,6.385076,6.541517
9312,189,5.127027,6.029326,6.179732
9314,91,5.936974,7.209534,7.393258
9316,105,5.74535,6.924731,7.089907
9318,189,6.122294,7.236396,7.393283
9320,121,5.879224,6.632101,6.786602
9322,97,5.93698,7.213764,7.393314
9324,233,5.264599,6.44418,6.609218
9326,107,5.936983,7.229474,7.393344
9328,107,5.138744,6.316199,6.483393
9330,249,6.122277,7.235539,7.393372
9332,95,5.954266,6.942472,7.09004
9334,100,6.221065,7.230196,7.393395
9336,189,5.650975,6.629321,6.78683
9338,123,6.340436,7.240809,7.393285
9340,129,5.633716,6.915657,7.090161
9342,182,5.087352,6.272738,6.43211
9344,94,4.117412,5.392897,5.573861
9346,94,5.936998,7.212717,7.393486
9348,203,5.745445,6.928061,7.090247
9350,148,5.418141,6.52352,6.689377
9352,113,5.330531,6.610177,6.787057
9354,194,6.048692,7.214948,7.393541
9356,93,5.819018,6.907811,7.09027
9358,95,6.316077,7.246931,7.393571
9360,264,4.830804,5.843598,6.003386
9362,95,6.257483,7.218024,7.393582
9364,90,6.078832,6.929484,7.09042
9366,229,6.316048,7.236995,7.393624
9368,89,5.73396,6.641706,6.787264
9370,120,6.432552,7.240639,7.393656
9372,215,6.078825,6.934925,7.090493
9374,96,5.937019,7.231305,7.393672
9376,92,4.836077,6.022195,6.181093
9378,182,5.641738,6.747191,6.913231
9380,152,5.633887,6.921142,7.090579
9382,99,6.048676,7.219248,7.393741
9384,214,5.515956,6.624053,6.787502
9386,108,5.197942,5.954339,6.106148
9388,107,5.917818,6.938885,7.090643
9390,243,6.2574,7.231773,7.393783
9392,92,5.608955,6.332351,6.484518
9394,123,5.937034,7.218985,7.393825
9396,203,4.304477,5.490115,5.649642
9398,100,6.122181,7.24259,7.393818
9400,138,4.627209,5.920585,6.084034
9402,183,6.048665,7.223376,7.393877
9404,85,5.819121,6.906989,7.090779
9406,95,5.937043,7.22999,7.39391
9408,223,3.682738,4.864548,5.027994
9410,125,6.122164,7.225783,7.39391
9412,99,6.204731,6.939899,7.090927
9414,199,5.74059,6.754236,6.913694
9416,105,5.331031,6.605721,6.787936
9418,96,6.048656,7.230325,7.393736
9420,255,5.819154,6.926852,7.09101
9422,115,5.937055,7.223124,7.394
9424,111,5.028111,6.300027,6.485091
9426,188,6.048652,7.235333,7.39405
9428,94,5.819171,6.919848,7.091042
9430,126,6.22082,7.226654,7.394066
9432,185,5.134738,6.128937,6.308015
9434,104,5.937063,7.214548,7.394064
9436,114,5.634125,6.930275,7.09118
9438,225,5.000671,6.178968,6.346146
9440,130,4.725366,6.00119,6.182409
9442,98,5.937069,7.199311,7.394163
9444,193,5.745731,6.912162,7.091266
9446,96,6.122114,7.217831,7.394191
9448,97,5.61498,6.617467,6.788355
9450,298,4.55734,5.564031,5.73079
9452,97,5.954333,6.937943,7.09135
9454,108,6.315728,7.220731,7.394247
9456,195,5.407113,6.324224,6.485653
9458,102,6.339967,7.225268,7.394275
9460,142,6.07875,6.936373,7.091402
9462,199,6.381597,7.240117,7.394303
9464,120,4.210756,5.490041,5.667942
9466,91,5.937087,7.206923,7.394331
9468,186,5.265831,6.435916,6.611518
9470,128,5.93709,7.215471,7.3943
9472,102,3.928933,5.093891,5.274677
9474,197,6.122075,7.215113,7.394385
9476,99,5.634295,6.901131,7.091547
9478,113,6.048623,7.208763,7.394393
9480,257,5.516495,6.618426,6.788857
9482,106,5.937099,7.218753,7.39444
9484,93,5.745849,6.875833,7.091684
9486,213,5.642187,6.754923,6.914585
9488,88,5.705699,6.330761,6.48621
9490,145,6.220669,7.22283,7.394482
9492,224,5.954356,6.924164,7.091767
9494,94,5.937107,7.214764,7.394458
9496,93,5.443154,6.615564,6.789061
9498,187,6.122041,7.226787,7.394433
9500,135,4.228627,5.509401,5.685964
9502,100,6.04861,7.209344,7.394582
9504,209,3.951683,5.052575,5.224237
9506,117,5.667794,6.389658,6.544829
9508,97,5.917935,6.889836,7.091925
9510,253,6.257047,7.228973,7.394638
9512,97,6.027045,6.635915,6.789296
9514,105,5.937122,7.207878,7.394653
9516,211,5.745942,6.93213,7.092013
9518,86,6.122014,7.230024,7.394693
9520,170,5.473406,6.323192,6.486761
9522,199,4.371908,5.379831,5.546033
9524,101,5.634497,6.937422,7.092088
9526,109,6.048597,7.222051,7.39474
9528,188,5.516763,6.627202,6.789514
9530,123,6.339689,7.237783,7.394764
9532,94,5.917959,6.919466,7.092175
9534,232,6.256977,7.225968,7.394802
9536,97,4.424184,5.72335,5.881844
9538,104,6.048591,7.210603,7.394829
9540,257,5.339833,6.451244,6.612692
9542,104,5.937142,7.23228,7.394858
9544,103,5.443461,6.603871,6.789743
9546,202,6.121975,7.23848,7.394886
9548,120,6.182112,6.936876,7.09235
9550,130,5.234666,6.490785,6.692428
9552,199,5.140976,6.314523,6.48732
9554,104,5.937151,7.228418,7.394915
9556,102,5.746059,6.916992,7.092341
9558,193,4.683535,5.791404,5.956543
9560,123,5.651885,6.64175,6.789964
9562,121,6.220489,7.22334,7.394921
9564,191,5.954396,6.92066,7.092509
9566,94,6.339551,7.243027,7.395026
9568,110,5.105399,6.01358,6.185108
9570,295,6.339536,7.2378,7.395053
9572,97,6.290597,6.943053,7.0926
9574,98,6.381113,7.216577,7.395081
9576,245,5.347259,6.15874,6.310813
9578,90,6.446035,7.253513,7.395108
9580,132,6.129082,6.933421,7.092683
9582,194,6.446015,7.243685,7.395136
9584,93,5.57719,6.341678,6.487873
9586,94,6.536414,7.238306,7.395163
9588,199,6.182033,6.939861,7.092766
9590,159,5.937177,7.247711,7.395191
9592,109,5.443766,6.609288,6.790409
9594,221,5.642631,6.754776,6.91594
9596,96,6.494522,6.966351,7.092846
9598,97,6.220399,7.227537,7.395246
9600,261,3.740483,4.72541,4.878957
9602,77,6.770709,7.261124,7.395273
9604,127,3.088365,4.360722,4.546463
9606,197,6.048554,7.238534,7.3953
9608,91,5.517205,6.652553,6.790425
9610,137,4.883128,5.736022,5.897496
9612,190,4.959675,5.977124,6.134652
9614,117,6.256745,7.227941,7.395355
9616,93,5.03025,6.322661,6.488423
9618,234,6.048547,7.239257,7.395383
9620,135,5.819572,6.939208,7.093091
9622,100,5.9372,7.23156,7.395377
9624,194,5.443968,6.626631,6.790845
9626,93,5.937203,7.219789,7.395438
9628,106,5.746268,6.913219,7.09314
9630,264,5.642778,6.759611,6.916383
9632,112,4.728166,6.01647,6.186435
9634,97,5.937209,7.201941,7.395493
9636,212,5.746291,6.934304,7.093227
9638,91,6.121849,7.244775,7.395444
9640,126,5.615829,6.620777,6.791023
9642,191,6.22029,7.224243,7.395475
9644,93,5.954439,6.925855,7.093341
9646,124,5.937217,7.227914,7.39544
9648,202,4.662929,5.8411,6.009986
9650,123,5.420148,6.534219,6.693906
9652,105,5.63503,6.915276,7.093343
9654,192,6.048528,7.226906,7.395619
9656,99,5.517468,6.615957,6.791183
9658,114,6.431145,7.245723,7.39564
9660,324,5.918081,6.938349,7.093496
9662,101,6.256607,7.22724,7.395684
9664,110,4.426474,5.729072,5.884927
9666,194,5.090747,6.272729,6.437918
9668,97,5.819671,6.933091,7.093535
9670,140,6.506284,7.242017,7.395726
9672,220,5.615969,6.637541,6.791493
9674,119,6.256573,7.230513,7.39576
9676,98,6.233768,6.936767,7.093655
9678,191,6.314932,7.244544,7.395788
9680,140,3.985868,5.29375,5.444319
9682,101,5.937243,7.222194,7.395799
9684,197,5.267638,6.442733,6.614952
9686,96,6.121784,7.231944,7.395814
9688,118,5.616038,6.634446,6.791715
9690,284,6.220172,7.234087,7.395865
9692,93,5.635194,6.911982,7.09383
9694,101,6.048507,7.218159,7.395893
9696,193,4.913601,6.021306,6.187718
9698,106,6.33905,7.234822,7.395895
9700,121,4.933938,6.225318,6.392497
9702,254,4.721926,5.904258,6.069376
9704,98,5.517729,6.622511,6.791915
9706,104,6.314834,7.241054,7.395971
9708,184,5.918127,6.923865,7.09399
9710,134,6.25647,7.238488,7.395983
9712,99,5.474562,6.33145,6.490023
9714,192,6.314806,7.236098,7.395987
9716,117,6.037008,6.944344,7.094057
9718,102,6.430858,7.235098,7.396031
9720,254,3.862183,4.729806,4.87776
9722,96,5.937272,7.218609,7.396091
9724,128,5.635325,6.922324,7.094114
9726,195,6.04849,7.233459,7.396099
9728,103,3.706255,4.810556,4.980558
9730,161,6.220075,7.242058,7.396105
9732,193,5.918149,6.931623,7.094238
9734,103,6.256402,7.253353,7.396161
9736,101,5.333468,6.622243,6.792348
9738,196,5.569983,6.759522,6.917698
9740,133,5.819818,6.922845,7.094306
9742,101,5.937286,7.238517,7.396227
9744,235,5.14284,6.329053,6.490568
9746,113,5.937289,7.231622,7.39622
9748,93,5.746611,6.934144,7.0944
9750,286,4.719904,5.828626,5.994485
9752,108,5.333587,6.603166,6.792536
9754,99,6.048475,7.248011,7.396307
9756,194,5.341446,6.4601,6.616038
9758,124,6.338825,7.239181,7.396279
9760,135,5.012697,6.023248,6.189043
9762,185,6.256323,7.226408,7.396338
9764,98,6.143302,6.945378,7.094558
9766,90,6.314625,7.230447,7.396388
9768,219,5.735189,6.640632,6.792778
9770,132,5.937306,7.230665,7.39641
9772,117,5.635521,6.913728,7.094574
9774,191,5.091847,6.278081,6.439823
9776,108,5.216346,6.319131,6.491049
9778,99,6.219958,7.218012,7.396469
9780,260,5.918194,6.927876,7.094722
9782,103,6.256266,7.234053,7.396463
9784,99,5.333825,6.623758,6.792967
9786,230,6.048458,7.228672,7.39652
9788,98,5.819915,6.938779,7.094768
9790,151,5.93732,7.239366,7.396544
9792,205,4.061649,5.242644,5.409757
9794,102,5.937322,7.215764,7.396565
9796,110,5.746747,6.934544,7.094881
9798,200,6.121633,7.229616,7.396602
9800,147,4.10537,5.082468,5.245727
9802,118,5.103533,6.115504,6.280254
9804,205,5.954526,6.937857,7.094956
9806,95,5.937331,7.213659,7.396657
9808,101,5.143451,6.32824,6.491673
9810,258,5.6435,6.757354,6.918559
9812,101,6.143229,6.92447,7.095045
9814,118,5.937337,7.22196,7.396702
9816,206,5.445166,6.630523,6.793372
9818,94,6.121607,7.214417,7.396737
9820,135,5.635716,6.927048,7.095122
9822,206,6.048439,7.22734,7.396763
9824,98,4.915153,6.003707,6.190272
9826,100,3.914453,4.774249,4.931188
9828,259,4.962196,5.979493,6.139162
9830,124,6.256131,7.230765,7.396791
9832,98,5.33418,6.623292,6.793654
9834,219,6.048433,7.235767,7.396842
9836,96,5.63578,6.913879,7.095284
9838,91,6.04843,7.232198,7.39687
9840,264,5.216903,6.333812,6.492208
9842,129,5.937356,7.219877,7.396896
9844,104,5.746883,6.928595,7.095348
9846,196,5.643643,6.744072,6.918995
9848,100,5.735427,6.617778,6.793839
9850,130,5.519666,6.528485,6.696831
9852,195,5.954551,6.92015,7.095445
9854,103,5.937364,7.227621,7.396972
9856,130,4.239392,5.414553,5.587961
9858,202,6.121554,7.228071,7.396989
9860,144,5.635877,6.927281,7.095522
9862,104,5.93737,7.20084,7.39703
9864,204,4.967629,6.146509,6.316255
9866,86,6.121543,7.248269,7.397057
9868,99,5.918276,6.930966,7.095605
9870,316,6.219736,7.236901,7.397083
9872,102,5.351659,6.328804,6.492732
9874,104,5.937378,7.226941,7.39711
9876,208,5.746972,6.930171,7.095685
9878,110,6.121527,7.220144,7.397129
9880,156,5.776976,6.635237,6.7943
9882,200,4.786497,5.798524,5.963951
9884,117,5.954568,6.939537,7.095764
9886,101,5.937387,7.216794,7.39719
9888,196,4.84281,6.020632,6.191608
9890,146,5.93739,7.220628,7.397215
9892,103,5.747017,6.926598,7.095838
9894,214,6.121506,7.234625,7.397242
9896,96,5.653203,6.617667,6.794498
9898,118,5.37363,6.387578,6.551226
9900,301,4.777201,5.75933,5.918547
9902,98,6.338291,7.245951,7.397296
9904,102,5.033362,6.31388,6.49327
9906,211,6.048395,7.23559,7.39732
9908,94,5.820155,6.936525,7.096003
9910,134,5.937403,7.243242,7.397347
9912,233,5.445754,6.625408,6.794722
9914,100,6.12148,7.221872,7.397375
9916,109,6.128621,6.939647,7.09608
9918,223,5.742074,6.751222,6.919853
9920,141,4.749416,5.727653,5.89095
9922,112,5.581291,6.209136,6.355133
9924,200,6.012803,6.936566,7.096161
9926,122,5.937415,7.228885,7.397454
9928,108,5.445851,6.643253,6.794917
9930,266,6.121459,7.237845,7.39748
9932,105,5.636165,6.920165,7.096231
9934,103,5.93742,7.206525,7.397507
9936,202,4.189751,5.380029,5.538892
9938,103,6.121448,7.218116,7.397533
9940,162,5.918343,6.935279,7.096319
9942,200,6.219565,7.229587,7.397559
9944,113,5.335,6.621569,6.795143
9946,113,6.048374,7.226779,7.397586
9948,196,5.820234,6.924811,7.096387
9950,126,5.638765,6.541779,6.698259
9952,95,4.732683,6.02345,6.192866
9954,248,5.57101,6.761418,6.920277
9956,98,5.82025,6.941767,7.096477
9958,105,6.313967,7.23848,7.397649
9960,269,5.6172,6.628611,6.795355
9962,113,6.255764,7.228098,7.39769
9964,99,6.078333,6.94945,7.096543
9966,217,6.31394,7.242989,7.397716
9968,120,5.434646,6.32073,6.494324
9970,139,5.937445,7.223494,7.397741
9972,194,5.269973,6.453717,6.619367
9974,93,6.121401,7.218755,7.39777
9976,104,5.335232,6.634845,6.795564
9978,195,6.048358,7.23323,7.397793
9980,136,5.820298,6.931146,7.096714
9982,135,6.504567,7.242514,7.397819
9984,211,4.111889,5.126139,5.290256
9986,103,6.255698,7.238239,7.397848
9988,110,6.232995,6.946914,7.096786
9990,269,5.359513,6.284452,6.443528
9992,102,5.735851,6.631474,6.795775
9994,98,6.55999,7.254057,7.397896
9996,255,5.233172,6.101561,6.251736
9998,99,6.443986,7.247952,7.397927
10000,127,3.583111,4.245169,4.397883
