N,p,q,type,rad_odd_pq,conductor_proxy,rho
8192,549,7643,Mixed,1398669,1956274971561,3.140865
8192,550,7642,Composite,210155,44165124025,2.720168
8192,551,7641,Composite,467799,218835904401,2.897774
8192,552,7640,Composite,65895,4342151025,2.462751
8192,553,7639,Mixed,4224367,17845276550689,3.386201
8192,554,7638,Composite,1057863,1119074126769,3.07888
8192,555,7637,Composite,4238535,17965178946225,3.386944
8192,556,7636,Composite,265351,70411153201,2.77193
8192,557,7635,Mixed,4252695,18085414763025,3.387684
8192,558,7634,Composite,354981,126011510361,2.83652
8192,559,7633,Composite,4266847,18205983321409,3.388421
8192,560,7632,Composite,5565,30969225,1.914179
8192,561,7631,Composite,4280991,18326883942081,3.389156
8192,562,7630,Composite,1072015,1149216160225,3.08183
8192,563,7629,Mixed,4295127,18448115946129,3.389888
8192,564,7628,Composite,268887,72300218769,2.774868
8192,565,7627,Composite,4309255,18569678655025,3.390616
8192,566,7626,Composite,1079079,1164411488241,3.083288
8192,567,7625,Composite,6405,41024025,1.945382
8192,568,7624,Composite,67663,4578281569,2.468628
8192,569,7623,Mixed,131439,17276210721,2.616005
8192,570,7622,Composite,1086135,1179689238225,3.084734
8192,571,7621,Goldbach,4351591,18936344231281,3.392786
8192,572,7620,Composite,272415,74209932225,2.777761
8192,573,7619,Composite,4365687,19059222981969,3.393504
8192,574,7618,Composite,1093183,1195049071489,3.08617
8192,575,7617,Composite,875955,767297162025,3.037
8192,576,7616,Composite,357,127449,1.304582
8192,577,7615,Mixed,4393855,19305961761025,3.394932
8192,578,7614,Composite,2397,5745609,1.727233
8192,579,7613,Composite,4407927,19429820437329,3.395641
8192,580,7612,Composite,275935,76140124225,2.780611
8192,581,7611,Composite,4421991,19554004404081,3.396348
8192,582,7610,Composite,1107255,1226013635025,3.089009
8192,583,7609,Composite,4436047,19678512986209,3.397053
8192,584,7608,Composite,69423,4819552929,2.474327
8192,585,7607,Mixed,1483365,2200371723225,3.153914
8192,586,7606,Composite,1114279,1241617689841,3.090412
8192,587,7605,Mixed,114465,13102236225,2.585315
8192,588,7604,Composite,39921,1593686241,2.351517
8192,589,7603,Mixed,4478167,20053979679889,3.39915
8192,590,7602,Composite,1121295,1257302477025,3.091805
8192,591,7601,Composite,4492191,20179779980481,3.399844
8192,592,7600,Composite,3515,12355225,1.812201
8192,593,7599,Mixed,4506207,20305901526849,3.400536
8192,594,7598,Composite,125367,15716884689,2.605507
8192,595,7597,Composite,4520215,20432343646225,3.401225
8192,596,7596,Composite,94317,8895696489,2.542343
8192,597,7595,Composite,647745,419573585025,2.97001
8192,598,7594,Composite,1135303,1288912901809,3.094561
8192,599,7593,Mixed,4548207,20686186914849,3.402595
8192,600,7592,Composite,14235,202635225,2.122639
8192,601,7591,Goldbach,4562191,20813586720481,3.403276
8192,602,7590,Composite,1142295,1304837867025,3.095924
8192,603,7589,Mixed,1525389,2326811601321,3.160115
8192,604,7588,Composite,286447,82051883809,2.788909
8192,605,7587,Composite,46365,2149713225,2.384731
8192,606,7586,Composite,1149279,1320842219841,3.097277
8192,607,7585,Mixed,4604095,21197690769025,3.405306
8192,608,7584,Composite,4503,20277009,1.86718
8192,609,7583,Mixed,4618047,21326358094209,3.405977
8192,610,7582,Composite,1156255,1336925625025,3.09862
8192,611,7581,Composite,243789,59433076521,2.753119
8192,612,7580,Composite,96645,9340256025,2.547755
8192,613,7579,Mixed,4645927,21584637689329,3.407313
8192,614,7578,Composite,387741,150343083081,2.856113
8192,615,7577,Mixed,4659855,21714248621025,3.407977
8192,616,7576,Composite,72919,5317180561,2.485232
8192,617,7575,Mixed,934755,873766910025,3.05142
8192,618,7574,Composite,1170183,1369328253489,3.101277
8192,619,7573,Goldbach,4687687,21974409409969,3.409299
8192,620,7572,Composite,293415,86092362225,2.794244
8192,621,7571,Composite,522399,272900715201,2.922276
8192,622,7570,Composite,1177135,1385646808225,3.102592
8192,623,7569,Composite,54201,2937748401,2.41939
8192,624,7568,Composite,18447,340291809,2.180169
8192,625,7567,Composite,37835,1431487225,2.339605
8192,626,7566,Composite,1184079,1402043078241,3.103898
8192,627,7565,Composite,4743255,22498467995025,3.411915
8192,628,7564,Composite,296887,88141890769,2.796855
8192,629,7563,Composite,4757127,22630257294129,3.412563
8192,630,7562,Composite,397005,157612970025,2.861353
8192,631,7561,Goldbach,4770991,22762355122081,3.413209
8192,632,7560,Composite,8295,68807025,2.002773
8192,633,7559,Mixed,4784847,22894760813409,3.413853
8192,634,7558,Composite,1197943,1435067431249,3.106481
8192,635,7557,Composite,4798695,23027473703025,3.414494
8192,636,7556,Composite,300351,90210723201,2.799429
8192,637,7555,Composite,687505,472663125025,2.983232
8192,638,7554,Composite,1204863,1451694848769,3.10776
8192,639,7553,Composite,1608789,2588202046521,3.17193
8192,640,7552,Composite,295,87025,1.262242
8192,641,7551,Mixed,1613397,2603049879609,3.172565
8192,642,7550,Composite,242355,58735946025,2.75181
8192,643,7549,Goldbach,4854007,23561383956049,3.417038
8192,644,7548,Composite,303807,92298693249,2.801969
8192,645,7547,Mixed,4867815,23695622874225,3.417668
8192,646,7546,Composite,24871,618566641,2.246489
8192,647,7545,Mixed,4881615,23830165008225,3.418296
8192,648,7544,Composite,2829,8003241,1.764012
8192,649,7543,Composite,4895407,23965009695649,3.418923
8192,650,7542,Composite,81705,6675707025,2.510483
8192,651,7541,Mixed,4909191,24100156274481,3.419547
8192,652,7540,Composite,307255,94405635025,2.804473
8192,653,7539,Mixed,4922967,24235604083089,3.420169
8192,654,7538,Composite,1232463,1518965046369,3.112787
8192,655,7537,Mixed,4936735,24371352460225,3.420789
8192,656,7536,Composite,19311,372914721,2.190329
8192,657,7535,Composite,1650165,2723044527225,3.177566
8192,658,7534,Composite,1239343,1535971071649,3.114022
8192,659,7533,Mixed,61287,3756096369,2.446661
8192,660,7532,Composite,310695,96531383025,2.806945
8192,661,7531,Mixed,4977991,24780394396081,3.422636
8192,662,7530,Composite,1246215,1553051826225,3.115249
8192,663,7529,Mixed,4991727,24917338442529,3.423247
8192,664,7528,Composite,78103,6100078609,2.500475
8192,665,7527,Composite,5005455,25054579757025,3.423857
8192,666,7526,Composite,417693,174467442249,2.872628
8192,667,7525,Composite,1003835,1007684707225,3.067245
8192,668,7524,Composite,104709,10963974681,2.565542
8192,669,7523,Mixed,5032887,25329951554769,3.42507
8192,670,7522,Composite,1259935,1587436204225,3.11768
8192,671,7521,Composite,5046591,25468080721281,3.425673
8192,672,7520,Composite,4935,24354225,1.887513
8192,673,7519,Mixed,5060287,25606504522369,3.426275
8192,674,7518,Composite,1266783,1604739169089,3.118883
8192,675,7517,Mixed,112755,12713690025,2.581974
8192,676,7516,Composite,24427,596678329,2.242491
8192,677,7515,Mixed,1695885,2876025933225,3.183632
8192,678,7514,Composite,74919,5612856561,2.491238
8192,679,7513,Composite,5101327,26023537160929,3.428068
8192,680,7512,Composite,79815,6370434225,2.505288
8192,681,7511,Composite,5114991,26163132930081,3.428662
8192,682,7510,Composite,1280455,1639565007025,3.121265
8192,683,7509,Mixed,5128647,26303020050609,3.429253
8192,684,7508,Composite,106989,11446646121,2.570324
8192,685,7507,Mixed,5142295,26443197867025,3.429843
8192,686,7506,Composite,2919,8520561,1.770963
8192,687,7505,Composite,5155935,26583665724225,3.430431
8192,688,7504,Composite,20167,406707889,2.199955
8192,689,7503,Composite,5169567,26724422967489,3.431017
8192,690,7502,Composite,117645,13840346025,2.591397
8192,691,7501,Mixed,5183191,26865468942481,3.431601
8192,692,7500,Composite,2595,6734025,1.744849
8192,693,7499,Mixed,1732269,3000755888361,3.188343
8192,694,7498,Composite,1300903,1692348615409,3.124782
8192,695,7497,Composite,248115,61561053225,2.757023
8192,696,7496,Composite,81519,6645347361,2.509977
8192,697,7495,Composite,5224015,27290332720225,3.433343
8192,698,7494,Composite,1307703,1710087136209,3.125939
8192,699,7493,Composite,5237607,27432527086449,3.433919
8192,700,7492,Composite,65555,4297458025,2.461603
8192,701,7491,Mixed,5251191,27575006918481,3.434494
8192,702,7490,Composite,146055,21332063025,2.639408
8192,703,7489,Mixed,5264767,27717771564289,3.435067
8192,704,7488,Composite,429,184041,1.345359
8192,705,7487,Mixed,5278335,27860820372225,3.435639
8192,706,7486,Composite,1321279,1745778195841,3.128231
8192,707,7485,Composite,5291895,28004152691025,3.436208
8192,708,7484,Composite,331167,109671581889,2.821108
8192,709,7483,Mixed,5305447,28147767869809,3.436776
8192,710,7482,Composite,1328055,1763730083025,3.129367
8192,711,7481,Mixed,1772997,3143518362009,3.193501
8192,712,7480,Composite,83215,6924736225,2.514547
8192,713,7479,Composite,592503,351059805009,2.950225
8192,714,7478,Composite,1334823,1781752441329,3.130495
8192,715,7477,Mixed,5346055,28580304063025,3.438468
8192,716,7476,Composite,334551,111924371601,2.823364
8192,717,7475,Composite,1071915,1149001767225,3.081809
8192,718,7474,Composite,1341583,1799844945889,3.131616
8192,719,7473,Mixed,5373087,28870063909569,3.439588
8192,720,7472,Composite,7005,49070025,1.965257
8192,721,7471,Composite,5386591,29015362601281,3.440145
8192,722,7470,Composite,23655,559559025,2.235363
8192,723,7469,Composite,5400087,29160939607569,3.4407
8192,724,7468,Composite,337927,114194657329,2.825593
8192,725,7467,Composite,1082715,1172271771225,3.084034
8192,726,7466,Composite,123189,15175529721,2.601618
8192,727,7465,Mixed,5427055,29452925973025,3.441806
8192,728,7464,Composite,84903,7208519409,2.519004
8192,729,7463,Composite,22389,501267321,2.223154
8192,730,7462,Composite,1361815,1854540094225,3.134938
8192,731,7461,Composite,1817997,3305113092009,3.199064
8192,732,7460,Composite,341295,116482277025,2.827794
8192,733,7459,Goldbach,5467447,29892976697809,3.443452
8192,734,7458,Composite,1368543,1872909942849,3.136032
8192,735,7457,Mixed,782985,613065510225,3.012096
8192,736,7456,Composite,5359,28718881,1.905807
8192,737,7455,Composite,5494335,30187717092225,3.444541
8192,738,7454,Composite,458421,210149813241,2.893279
8192,739,7453,Mixed,5507767,30335497326289,3.445082
8192,740,7452,Composite,12765,162945225,2.098447
8192,741,7451,Mixed,5521191,30483550058481,3.445623
8192,742,7450,Composite,276395,76394196025,2.78098
8192,743,7449,Mixed,5534607,30631874644449,3.446161
8192,744,7448,Composite,12369,152992161,2.091452
8192,745,7447,Composite,5548015,30780470440225,3.446699
8192,746,7446,Composite,1388679,1928429365041,3.139274
8192,747,7445,Composite,1853805,3436592978025,3.203394
8192,748,7444,Composite,348007,121108872049,2.832116
8192,749,7443,Composite,1858269,3453163676361,3.203927
8192,750,7442,Composite,915,837225,1.513481
8192,751,7441,Mixed,5588191,31227878652481,3.4483
8192,752,7440,Composite,21855,477641025,2.217796
8192,753,7439,Composite,5601567,31377552855489,3.448831
8192,754,7438,Composite,1402063,1965780655969,3.141403
8192,755,7437,Composite,5614935,31527495054225,3.44936
8192,756,7436,Composite,3003,9018009,1.77726
8192,757,7435,Mixed,5628295,31677704607025,3.449887
8192,758,7434,Composite,469581,220506315561,2.898618
8192,759,7433,Mixed,5641647,31828180872609,3.450413
8192,760,7432,Composite,88255,7788945025,2.527599
8192,761,7431,Mixed,5654991,31978923210081,3.450937
8192,762,7430,Composite,1415415,2003399622225,3.143507
8192,763,7429,Composite,5668327,32129930978929,3.45146
8192,764,7428,Composite,354687,125802867969,2.836336
8192,765,7427,Composite,1893885,3586800393225,3.208141
8192,766,7426,Composite,1422079,2022308682241,3.144549
8192,767,7425,Composite,126555,16016168025,2.607601
8192,768,7424,Composite,87,7569,0.991222
8192,769,7423,Mixed,5708287,32584540474369,3.453019
8192,770,7422,Composite,1428735,2041283700225,3.145586
8192,771,7421,Composite,5721591,32736603571281,3.453536
8192,772,7420,Composite,358015,128174740225,2.838409
8192,773,7419,Mixed,5734887,32888928902769,3.454051
8192,774,7418,Composite,478461,228924928521,2.902776
8192,775,7417,Mixed,1149635,1321660633225,3.097345
8192,776,7416,Composite,29973,898380729,2.287904
8192,777,7415,Composite,5761455,33194363717025,3.455077
8192,778,7414,Composite,1442023,2079430332529,3.14764
8192,779,7413,Composite,5774727,33347471924529,3.455588
8192,780,7412,Composite,361335,130562982225,2.840458
8192,781,7411,Mixed,5787991,33500839816081,3.456097
8192,782,7410,Composite,1448655,2098601309025,3.148659
8192,783,7409,Composite,644583,415487243889,2.968924
8192,784,7408,Composite,3241,10504081,1.794188
8192,785,7407,Composite,1938165,3756483567225,3.213271
8192,786,7406,Composite,63273,4003472529,2.453739
8192,787,7405,Mixed,5827735,33962495230225,3.457616
8192,788,7404,Composite,364647,132967434609,2.842483
8192,789,7403,Composite,5840967,34116895495089,3.458119
8192,790,7402,Composite,1461895,2137136991025,3.150678
8192,791,7401,Composite,5854191,34271552264481,3.458621
8192,792,7400,Composite,6105,37271025,1.934735
8192,793,7399,Composite,838201,702580916401,3.027221
8192,794,7398,Composite,163167,26623469889,2.663998
8192,795,7397,Composite,5880615,34581632778225,3.459621
8192,796,7396,Composite,8557,73222249,2.009675
8192,797,7395,Mixed,5893815,34737055254225,3.460119
8192,798,7394,Composite,1475103,2175928860609,3.152675
8192,799,7393,Mixed,5907007,34892731698049,3.460615
8192,800,7392,Composite,1155,1334025,1.565181
8192,801,7391,Composite,1973397,3894295719609,3.217269
8192,802,7390,Composite,1481695,2195420073025,3.153664
8192,803,7389,Composite,1977789,3911649328521,3.217763
8192,804,7388,Composite,371247,137824335009,2.846465
8192,805,7387,Composite,5946535,35361278506225,3.462095
8192,806,7386,Composite,1488279,2214974381841,3.154648
8192,807,7385,Composite,5959695,35517964493025,3.462586
8192,808,7384,Composite,93223,8690527729,2.539754
8192,809,7383,Mixed,5972847,35674901285409,3.463075
8192,810,7382,Composite,55365,3065283225,2.424106
8192,811,7381,Mixed,544181,296132960761,2.931343
8192,812,7380,Composite,124845,15586274025,2.604581
8192,813,7379,Composite,5999127,35989524762129,3.464049
8192,814,7378,Composite,1501423,2254271024929,3.1566
8192,815,7377,Composite,6012255,36147210185025,3.464535
8192,816,7376,Composite,23511,552767121,2.234007
8192,817,7375,Composite,241015,58088230225,2.750579
8192,818,7374,Composite,1507983,2274012728289,3.157567
8192,819,7373,Composite,2012829,4051480583241,3.22166
8192,820,7372,Composite,377815,142744174225,2.850357
8192,821,7371,Mixed,224133,50235601689,2.734461
8192,822,7370,Composite,1514535,2293816266225,3.15853
8192,823,7369,Goldbach,6064687,36780428407969,3.466462
8192,824,7368,Composite,94863,8998988769,2.543624
8192,825,7367,Composite,1215555,1477573958025,3.109721
8192,826,7366,Composite,1521079,2313681324241,3.159487
8192,827,7365,Mixed,6090855,37098514631025,3.467417
8192,828,7364,Composite,127029,16136366841,2.608431
8192,829,7363,Mixed,6103927,37257924821329,3.467893
8192,830,7362,Composite,509205,259289732025,2.916598
8192,831,7361,Composite,6116991,37417578894081,3.468368
8192,832,7360,Composite,1495,2235025,1.622451
8192,833,7359,Composite,875721,766887269841,3.03694
8192,834,7358,Composite,1534143,2353594744449,3.161385
8192,835,7357,Composite,6143095,37737616179025,3.469313
8192,836,7356,Composite,384351,147725691201,2.854164
8192,837,7355,Composite,684015,467876520225,2.982103
8192,838,7354,Composite,1540663,2373642479569,3.162326
8192,839,7353,Mixed,2056389,4228735719321,3.226413
8192,840,7352,Composite,96495,9311285025,2.54741
8192,841,7351,Mixed,213179,45445286041,2.723339
8192,842,7350,Composite,44205,1954082025,2.374142
8192,843,7349,Mixed,6195207,38380589772849,3.471188
8192,844,7348,Composite,387607,150239186449,2.856036
8192,845,7347,Composite,477555,228058778025,2.902355
8192,846,7346,Composite,517893,268213159449,2.920353
8192,847,7345,Composite,565565,319863769225,2.939897
8192,848,7344,Composite,2703,7306209,1.753899
8192,849,7343,Composite,6234207,38865336918849,3.472581
8192,850,7342,Composite,312035,97365841225,2.8079
8192,851,7341,Composite,6247191,39027395390481,3.473042
8192,852,7340,Composite,390855,152767631025,2.857888
8192,853,7339,Mixed,6260167,39189690867889,3.473503
8192,854,7338,Composite,1566663,2454432955569,3.166041
8192,855,7337,Composite,2091045,4372469192025,3.230122
8192,856,7336,Composite,98119,9627338161,2.551115
8192,857,7335,Mixed,2095365,4390554483225,3.23058
8192,858,7334,Composite,1573143,2474778898449,3.166957
8192,859,7333,Goldbach,6299047,39677993108209,3.474877
8192,860,7332,Composite,394095,155310869025,2.859721
8192,861,7331,Mixed,6311991,39841230384081,3.475333
8192,862,7330,Composite,1579615,2495183548225,3.167868
8192,863,7329,Mixed,6324927,40004701555329,3.475787
